temperatura,vibracao,energia
22.945404623103897,1.04165532761301,108.97207257278365
22.455524008679973,1.331427552514246,108.0108026501511
25.627495213228297,1.1321228072459681,104.63800048638389
25.326411054069002,1.2867444316588026,113.26323057662779
24.784808939329867,1.008404713797173,100.4144708338935
25.89545289312965,1.1310862227710279,108.08264562083997
24.54120786588991,1.1368879935990504,116.2415290621319
26.323536653681312,1.249282322980648,109.95147593150921
25.76429998854549,1.1848818935617256,116.63215288486352
26.726467354643614,1.492613782622028,107.93433588646555
24.631814546810897,1.0667525205330648,114.58694678928121
25.272488541535584,1.0269615797655516,114.19706762711422
24.929684950274105,1.3447905733791765,117.09736415512417
25.174529587438204,1.2045565175541166,103.13136765732021
24.666189814874084,1.2671765665595256,115.73753118225905
25.070675763784248,1.3438162680699002,116.60468325371303
23.61100942383656,1.240835174782496,112.60654160690213
23.37884738032981,1.160042327337926,108.80011140646877
24.177617834410523,1.4750362603262437,108.4807224381063
25.942560146742302,1.1413120699075592,114.93662184251332
25.03064848773799,1.2283857322362082,111.30701670286304
25.403502924813555,1.168986859155208,110.14810977939165
24.75473325757026,1.2379053009761969,102.55854890275148
26.453235687427053,1.6265690081840256,114.94815697613373
24.356615104749498,1.1427697162104427,105.1101608909996
26.209436323288713,1.3405542929245389,118.11281422372382
26.823661171177154,0.8217716709340258,109.5187563903975
24.248875738784182,1.028120027878852,114.33427676413673
24.77940376963492,1.5185122462101481,108.5037116564213
27.056544058833307,1.2558308296991025,110.03629693280371
24.61636310658461,1.6247255265694212,110.84842091775232
25.170153875590202,1.3359327784943489,109.98843992732766
23.922044675547664,1.2190635795185538,104.34686126708125
24.30525093506367,1.2159099230704629,103.7738137689277
23.32298517323892,1.3573872255433277,107.26534981562828
27.173784469955145,1.0375045794868614,110.22970878858582
24.9160966532773,1.425488232811981,116.7692953241536
24.578720329692135,1.2975398034685302,115.27737790404387
24.90434101520257,1.376237595176042,118.66196142285845
25.697944676539777,1.517942589894031,106.50315314428225
25.687973952117016,1.338040532601652,115.91994895279079
24.630018933856917,0.9213544275957594,115.12142230680563
24.898547830834335,0.9688166345696446,103.7632909474972
23.714892034763963,1.136525768728063,108.6970121382837
25.165876006171548,1.4154411556163904,110.90863605319339
25.3986034654509,0.7599851967482713,122.13633590936298
24.219442616229657,1.4355491790218249,114.32140209983659
22.818235949547393,1.4203258182939433,107.84987238882148
26.593055531578557,1.0984949729903206,102.6218567323812
23.327626151235833,1.4588843870539534,108.76299671512399
