temperatura,vibracao,energia
60.21539247304512,2.668321521282607,275.13545781255766
67.13244647676767,4.630550625331532,271.8848289900405
54.803935621347144,2.692196649855436,218.5895004281458
55.237981541863704,3.990551590198366,281.0343240060103
57.2651529108848,2.9450744513312967,213.97892339205882
60.02270910819608,3.4434749616980245,213.72515123104685
58.17251300202984,2.4786031033886684,280.41317734386126
64.6953529778537,4.43482295935231,188.14390194161112
65.27620980261473,3.559498459575738,242.83204399081316
62.52728231805863,5.49675248552601,234.1414958021353
59.087785628467365,3.8961255904307457,264.80736704469365
60.0485032457083,4.313341733760679,280.08593701863873
55.62997755494013,2.7413053914108296,282.9787019284588
62.39138811960299,2.984545849283098,267.98271137794796
56.63780285316937,3.6689794922531855,224.42973713496747
69.78980391924894,3.0801433816631243,245.14935291419087
61.2640187596181,3.411462755437097,261.03327496187273
49.22663478372126,4.545040017122605,265.4506293476235
63.1675706795381,3.661030664960939,248.21551875767616
63.85816291826774,3.2049085898185727,226.81688040674376
55.3888350243244,4.613821554018557,271.18934444230376
63.77369168233327,5.134473631738365,201.15536604678633
59.96871873408685,3.4075055793120765,247.40177537305817
65.83320967722547,2.5874373298055446,240.0633621538252
63.277182199137215,2.8335903827619404,229.33523716334534
49.07890864653085,3.809310892532767,261.5045525775802
59.446724842018455,3.428236846152956,265.04989859112356
55.98699476189263,5.46467937734489,214.41897103374424
52.09540080993957,5.192338686130129,202.51096932650378
52.26677710802142,3.6790610781830084,254.0014349905293
57.82039623147508,2.333578124814076,275.5143916994675
57.74714839935708,2.3124411541954992,193.27098034739888
57.010419652159726,3.4155455094783425,293.89932242869213
61.313999064710394,2.8470472222930487,196.69490959814627
56.06230423369237,4.460662948537665,247.66312292752391
66.62129704086863,3.6002069999911024,285.11599315061244
55.842427931535035,3.8902705499839834,259.94593672928573
52.560254554220535,4.556370914947773,251.71245520442804
56.610792426442735,3.7671274038055267,282.15458497539066
52.54435650196125,2.641055811564543,310.1301383122181
63.22798758280528,3.9019033834141235,238.3473133238022
53.41541765041637,1.640555153493886,260.7863053568183
53.952414483404645,3.7766494235971586,169.17568229577932
55.66207104034851,5.180229325428147,245.46062718874305
65.46765566907806,3.767591525174287,246.06095280321486
65.8883711899961,2.4818147910681425,229.1497214507719
63.41048228921323,4.056977606868742,191.19260581310695
56.181655555207435,3.630511499950696,225.45825950126914
52.84918862139481,3.4209378778293456,276.0025970160025
57.8294380114308,4.4371698388118626,303.3225243203111
