temperatura,vibracao,energia
50.17299720790813,5.507288344678531,272.6792871775267
64.20680733208481,3.4030877918533147,196.47100896311557
59.618175667503685,4.022504251298342,238.65728613864567
53.31045180866044,3.280118261946444,283.7772103735361
52.99549157502758,3.528307664054082,277.91183663369037
58.595483238154685,4.289883247166061,271.9247910835219
63.30606696137552,3.4239221885808386,240.17629206505939
55.51328536519531,3.6762278326774944,247.55672687520575
59.33572883692639,2.3069304888422955,229.84619476478187
66.04862273754145,3.303421911135032,249.94166719965682
62.37250663452486,3.7027739253029006,239.11875535695728
55.001553594617626,3.3173559604425527,202.20999087505032
72.41394340754726,3.283264971585528,292.3173057479477
53.92455910268817,3.8273877954487485,188.65472990540349
60.60833290126034,2.876048321690602,277.1421786924482
69.64318838968146,2.0984714476279978,263.3449115312962
58.91808157603068,2.448843270789589,215.9340935040708
61.97984529400727,4.427046060718775,245.27041184539195
55.1044408894222,4.457313313172533,260.237179997323
56.94713708246848,4.44064436661681,193.89552053181924
65.61723313355076,3.2138532363648533,237.61268713147138
54.13712382108672,1.7511967522390979,250.1859359200478
59.60186766080022,4.497952183991349,241.61186941042337
65.03241905629119,2.6898880737324418,260.8797201909576
64.80023231189851,3.6865195092362226,259.9521788994535
57.10831673199686,3.4015061412562173,259.9201090037242
56.03287005548624,3.510958839535713,262.7164811727397
57.33623599073223,3.2550141876627783,240.8148211629193
62.17222908968959,4.231457600586879,265.7596024011587
61.72968557716281,3.699168191144651,252.79192000809326
64.7658732977221,3.7072022466320234,271.87777518232417
49.04272077467222,3.0939981585533594,272.0417724542179
68.00706308055896,3.3735239147438025,287.0465099057318
57.357042857453564,3.5938134369893744,193.81101708578848
63.89126828273899,4.141648247040774,274.9382755330913
76.43896620408935,3.7338184434506374,185.6968328690118
59.50429588922874,1.996748334641807,210.0592640281287
57.78176989155803,4.915949130781769,305.54590060584025
55.640269178348404,4.612654240573263,248.22345038814896
60.241194311302884,3.3053665461755783,270.6959826629928
64.18555359905606,2.151318198910646,267.9639143188401
62.541054266694154,2.7915980193934455,273.053291053301
65.8707932411801,4.269533420309667,214.1468643559513
51.354706278407214,3.754737730761078,292.02916026055806
62.26698723546974,3.680767829580117,230.28420441953364
61.55675013716598,3.14351878324523,204.3760047143599
54.97192086405796,3.9360599629382818,211.58094605773607
56.98236592846365,3.429514248091546,290.8585029014198
58.63383772552737,2.079686637565302,238.14948698051498
56.11751892231958,1.8074168551155816,288.49324097611634
